"","sub","rotation","imagename","match","imgID","movable","block","correct"
"1",5,120,"001_Baum_Bonsai","match",1,"0",1,0
"2",12,180,"001_Baum_Bonsai","match",1,"0",1,1
"3",3,0,"001_Baum_Bonsai","mismatch",1,"0",1,1
"4",11,0,"001_Baum_Bonsai","mismatch",1,"0",1,1
"5",10,60,"001_Baum_Bonsai","mismatch",1,"0",1,1
"6",2,120,"001_Baum_Bonsai","mismatch",1,"0",1,1
"7",8,120,"001_Baum_Bonsai","mismatch",1,"0",1,1
"8",9,120,"001_Baum_Bonsai","mismatch",1,"0",1,1
"9",4,180,"001_Baum_Bonsai","mismatch",1,"0",1,1
"10",7,180,"001_Baum_Bonsai","mismatch",1,"0",1,1
"11",1,300,"001_Baum_Bonsai","mismatch",1,"0",1,1
"12",6,300,"001_Baum_Bonsai","mismatch",1,"0",1,1
"13",12,0,"002_Baum_Palme","match",2,"0",1,0
"14",1,120,"002_Baum_Palme","match",2,"0",1,1
"15",2,120,"002_Baum_Palme","match",2,"0",1,1
"16",7,120,"002_Baum_Palme","match",2,"0",1,0
"17",8,120,"002_Baum_Palme","match",2,"0",1,1
"18",3,180,"002_Baum_Palme","match",2,"0",1,1
"19",6,180,"002_Baum_Palme","match",2,"0",1,1
"20",10,180,"002_Baum_Palme","match",2,"0",1,1
"21",9,60,"002_Baum_Palme","mismatch",2,"0",1,1
"22",11,180,"002_Baum_Palme","mismatch",2,"0",1,1
"23",4,240,"002_Baum_Palme","mismatch",2,"0",1,0
"24",5,240,"002_Baum_Palme","mismatch",2,"0",1,1
"25",3,60,"003_Baum_Tanne","match",3,"0",1,1
"26",7,60,"003_Baum_Tanne","match",3,"0",1,0
"27",8,120,"003_Baum_Tanne","match",3,"0",1,1
"28",10,300,"003_Baum_Tanne","match",3,"0",1,1
"29",12,60,"003_Baum_Tanne","mismatch",3,"0",1,1
"30",2,180,"003_Baum_Tanne","mismatch",3,"0",1,1
"31",4,180,"003_Baum_Tanne","mismatch",3,"0",1,1
"32",5,240,"003_Baum_Tanne","mismatch",3,"0",1,1
"33",6,240,"003_Baum_Tanne","mismatch",3,"0",1,1
"34",9,240,"003_Baum_Tanne","mismatch",3,"0",1,1
"35",11,240,"003_Baum_Tanne","mismatch",3,"0",1,1
"36",1,300,"003_Baum_Tanne","mismatch",3,"0",1,1
"37",1,0,"004_Baum_Weide","match",4,"0",1,1
"38",7,0,"004_Baum_Weide","match",4,"0",1,1
"39",2,60,"004_Baum_Weide","match",4,"0",1,1
"40",3,60,"004_Baum_Weide","match",4,"0",1,1
"41",12,120,"004_Baum_Weide","match",4,"0",1,1
"42",9,180,"004_Baum_Weide","match",4,"0",1,1
"43",11,180,"004_Baum_Weide","match",4,"0",1,1
"44",8,240,"004_Baum_Weide","match",4,"0",1,1
"45",5,60,"004_Baum_Weide","mismatch",4,"0",1,1
"46",4,120,"004_Baum_Weide","mismatch",4,"0",1,1
"47",6,180,"004_Baum_Weide","mismatch",4,"0",1,1
"48",10,300,"004_Baum_Weide","mismatch",4,"0",1,1
"49",4,60,"005_Bett_Doppelbett","match",5,"0",1,1
"50",5,60,"005_Bett_Doppelbett","match",5,"0",1,1
"51",7,120,"005_Bett_Doppelbett","match",5,"0",1,1
"52",12,180,"005_Bett_Doppelbett","match",5,"0",1,0
"53",2,300,"005_Bett_Doppelbett","match",5,"0",1,1
"54",11,300,"005_Bett_Doppelbett","match",5,"0",1,1
"55",3,60,"005_Bett_Doppelbett","mismatch",5,"0",1,1
"56",8,60,"005_Bett_Doppelbett","mismatch",5,"0",1,1
"57",10,120,"005_Bett_Doppelbett","mismatch",5,"0",1,1
"58",1,180,"005_Bett_Doppelbett","mismatch",5,"0",1,1
"59",6,240,"005_Bett_Doppelbett","mismatch",5,"0",1,1
"60",9,240,"005_Bett_Doppelbett","mismatch",5,"0",1,1
"61",1,180,"006_Bett_Einzelbett","match",6,"0",1,1
"62",6,240,"006_Bett_Einzelbett","match",6,"0",1,0
"63",10,300,"006_Bett_Einzelbett","match",6,"0",1,0
"64",3,0,"006_Bett_Einzelbett","mismatch",6,"0",1,1
"65",5,60,"006_Bett_Einzelbett","mismatch",6,"0",1,1
"66",9,60,"006_Bett_Einzelbett","mismatch",6,"0",1,1
"67",11,60,"006_Bett_Einzelbett","mismatch",6,"0",1,1
"68",4,120,"006_Bett_Einzelbett","mismatch",6,"0",1,1
"69",2,180,"006_Bett_Einzelbett","mismatch",6,"0",1,1
"70",7,180,"006_Bett_Einzelbett","mismatch",6,"0",1,1
"71",12,180,"006_Bett_Einzelbett","mismatch",6,"0",1,1
"72",8,240,"006_Bett_Einzelbett","mismatch",6,"0",1,1
"73",9,0,"007_Bett_Krankenhausbett","match",7,"0",1,1
"74",12,180,"007_Bett_Krankenhausbett","match",7,"0",1,1
"75",3,240,"007_Bett_Krankenhausbett","match",7,"0",1,1
"76",6,240,"007_Bett_Krankenhausbett","match",7,"0",1,0
"77",10,300,"007_Bett_Krankenhausbett","match",7,"0",1,1
"78",5,0,"007_Bett_Krankenhausbett","mismatch",7,"0",1,1
"79",11,60,"007_Bett_Krankenhausbett","mismatch",7,"0",1,1
"80",2,180,"007_Bett_Krankenhausbett","mismatch",7,"0",1,1
"81",4,180,"007_Bett_Krankenhausbett","mismatch",7,"0",1,1
"82",7,180,"007_Bett_Krankenhausbett","mismatch",7,"0",1,1
"83",1,300,"007_Bett_Krankenhausbett","mismatch",7,"0",1,1
"84",8,300,"007_Bett_Krankenhausbett","mismatch",7,"0",1,1
"85",5,60,"008_Bildschirm_Desktop","match",8,"0",1,1
"86",12,120,"008_Bildschirm_Desktop","match",8,"0",1,1
"87",4,180,"008_Bildschirm_Desktop","match",8,"0",1,1
"88",2,240,"008_Bildschirm_Desktop","match",8,"0",1,1
"89",7,240,"008_Bildschirm_Desktop","match",8,"0",1,1
"90",6,300,"008_Bildschirm_Desktop","match",8,"0",1,1
"91",1,0,"008_Bildschirm_Desktop","mismatch",8,"0",1,1
"92",8,0,"008_Bildschirm_Desktop","mismatch",8,"0",1,1
"93",11,0,"008_Bildschirm_Desktop","mismatch",8,"0",1,0
"94",10,120,"008_Bildschirm_Desktop","mismatch",8,"0",1,1
"95",3,240,"008_Bildschirm_Desktop","mismatch",8,"0",1,1
"96",9,240,"008_Bildschirm_Desktop","mismatch",8,"0",1,1
"109",10,0,"011_Blume_Kaktus","match",11,"0",1,0
"110",11,0,"011_Blume_Kaktus","match",11,"0",1,1
"111",9,120,"011_Blume_Kaktus","match",11,"0",1,1
"112",12,120,"011_Blume_Kaktus","match",11,"0",1,1
"113",8,180,"011_Blume_Kaktus","match",11,"0",1,0
"114",2,240,"011_Blume_Kaktus","match",11,"0",1,1
"115",7,300,"011_Blume_Kaktus","match",11,"0",1,1
"116",1,60,"011_Blume_Kaktus","mismatch",11,"0",1,1
"117",3,60,"011_Blume_Kaktus","mismatch",11,"0",1,1
"118",4,180,"011_Blume_Kaktus","mismatch",11,"0",1,1
"119",6,240,"011_Blume_Kaktus","mismatch",11,"0",1,1
"120",5,300,"011_Blume_Kaktus","mismatch",11,"0",1,1
"121",4,0,"017_Computer_PC","match",17,"0",1,1
"122",1,60,"017_Computer_PC","match",17,"0",1,1
"123",8,120,"017_Computer_PC","match",17,"0",1,1
"124",6,180,"017_Computer_PC","match",17,"0",1,1
"125",9,180,"017_Computer_PC","match",17,"0",1,1
"126",12,180,"017_Computer_PC","match",17,"0",1,1
"127",10,300,"017_Computer_PC","match",17,"0",1,1
"128",2,60,"017_Computer_PC","mismatch",17,"0",1,1
"129",5,60,"017_Computer_PC","mismatch",17,"0",1,1
"130",3,120,"017_Computer_PC","mismatch",17,"0",1,1
"131",11,120,"017_Computer_PC","mismatch",17,"0",1,1
"132",7,300,"017_Computer_PC","mismatch",17,"0",1,1
"133",5,0,"019_Drucker_Heimdrucker","match",19,"0",1,1
"134",3,60,"019_Drucker_Heimdrucker","match",19,"0",1,0
"135",11,60,"019_Drucker_Heimdrucker","match",19,"0",1,1
"136",6,120,"019_Drucker_Heimdrucker","match",19,"0",1,1
"137",10,180,"019_Drucker_Heimdrucker","match",19,"0",1,1
"138",9,240,"019_Drucker_Heimdrucker","match",19,"0",1,0
"139",7,0,"019_Drucker_Heimdrucker","mismatch",19,"0",1,1
"140",4,120,"019_Drucker_Heimdrucker","mismatch",19,"0",1,1
"141",8,120,"019_Drucker_Heimdrucker","mismatch",19,"0",1,1
"142",12,180,"019_Drucker_Heimdrucker","mismatch",19,"0",1,1
"143",1,240,"019_Drucker_Heimdrucker","mismatch",19,"0",1,1
"144",2,300,"019_Drucker_Heimdrucker","mismatch",19,"0",1,1
"145",1,120,"020_Drucker_Multifunktionsdrucker","match",20,"0",1,1
"146",10,300,"020_Drucker_Multifunktionsdrucker","match",20,"0",1,1
"147",5,0,"020_Drucker_Multifunktionsdrucker","mismatch",20,"0",1,1
"148",6,0,"020_Drucker_Multifunktionsdrucker","mismatch",20,"0",1,1
"149",8,0,"020_Drucker_Multifunktionsdrucker","mismatch",20,"0",1,1
"150",2,60,"020_Drucker_Multifunktionsdrucker","mismatch",20,"0",1,1
"151",4,180,"020_Drucker_Multifunktionsdrucker","mismatch",20,"0",1,1
"152",11,180,"020_Drucker_Multifunktionsdrucker","mismatch",20,"0",1,1
"153",9,240,"020_Drucker_Multifunktionsdrucker","mismatch",20,"0",1,1
"154",12,240,"020_Drucker_Multifunktionsdrucker","mismatch",20,"0",1,1
"155",3,300,"020_Drucker_Multifunktionsdrucker","mismatch",20,"0",1,1
"156",7,300,"020_Drucker_Multifunktionsdrucker","mismatch",20,"0",1,1
"157",6,0,"029_Klavier_Fluegel","match",29,"0",1,1
"158",8,0,"029_Klavier_Fluegel","match",29,"0",1,1
"159",1,60,"029_Klavier_Fluegel","match",29,"0",1,1
"160",9,60,"029_Klavier_Fluegel","match",29,"0",1,1
"161",12,60,"029_Klavier_Fluegel","match",29,"0",1,1
"162",3,120,"029_Klavier_Fluegel","match",29,"0",1,1
"163",7,180,"029_Klavier_Fluegel","match",29,"0",1,1
"164",10,180,"029_Klavier_Fluegel","match",29,"0",1,1
"165",11,240,"029_Klavier_Fluegel","match",29,"0",1,1
"166",4,300,"029_Klavier_Fluegel","match",29,"0",1,1
"167",5,120,"029_Klavier_Fluegel","mismatch",29,"0",1,1
"168",2,300,"029_Klavier_Fluegel","mismatch",29,"0",1,1
"193",6,0,"035_Kaffeemaschine_Espressomaschine","match",35,"0",1,1
"194",10,0,"035_Kaffeemaschine_Espressomaschine","match",35,"0",1,1
"195",11,0,"035_Kaffeemaschine_Espressomaschine","match",35,"0",1,1
"196",8,180,"035_Kaffeemaschine_Espressomaschine","match",35,"0",1,1
"197",3,240,"035_Kaffeemaschine_Espressomaschine","match",35,"0",1,1
"198",5,240,"035_Kaffeemaschine_Espressomaschine","match",35,"0",1,0
"199",1,300,"035_Kaffeemaschine_Espressomaschine","match",35,"0",1,1
"200",2,300,"035_Kaffeemaschine_Espressomaschine","match",35,"0",1,1
"201",9,120,"035_Kaffeemaschine_Espressomaschine","mismatch",35,"0",1,1
"202",12,120,"035_Kaffeemaschine_Espressomaschine","mismatch",35,"0",1,1
"203",4,240,"035_Kaffeemaschine_Espressomaschine","mismatch",35,"0",1,1
"204",7,240,"035_Kaffeemaschine_Espressomaschine","mismatch",35,"0",1,1
"217",3,0,"040_Lampe_Deckenlampe","match",40,"0",1,1
"218",9,60,"040_Lampe_Deckenlampe","match",40,"0",1,1
"219",7,120,"040_Lampe_Deckenlampe","match",40,"0",1,1
"220",8,240,"040_Lampe_Deckenlampe","match",40,"0",1,1
"221",4,300,"040_Lampe_Deckenlampe","match",40,"0",1,1
"222",1,0,"040_Lampe_Deckenlampe","mismatch",40,"0",1,1
"223",6,60,"040_Lampe_Deckenlampe","mismatch",40,"0",1,1
"224",10,60,"040_Lampe_Deckenlampe","mismatch",40,"0",1,1
"225",11,60,"040_Lampe_Deckenlampe","mismatch",40,"0",1,1
"226",12,240,"040_Lampe_Deckenlampe","mismatch",40,"0",1,1
"227",2,300,"040_Lampe_Deckenlampe","mismatch",40,"0",1,1
"228",5,300,"040_Lampe_Deckenlampe","mismatch",40,"0",1,1
"229",10,0,"042_Lampe_Stehlampe","match",42,"0",1,1
"230",11,0,"042_Lampe_Stehlampe","match",42,"0",1,1
"231",8,60,"042_Lampe_Stehlampe","match",42,"0",1,1
"232",2,180,"042_Lampe_Stehlampe","match",42,"0",1,1
"233",7,180,"042_Lampe_Stehlampe","match",42,"0",1,1
"234",9,300,"042_Lampe_Stehlampe","match",42,"0",1,1
"235",6,0,"042_Lampe_Stehlampe","mismatch",42,"0",1,1
"236",12,180,"042_Lampe_Stehlampe","mismatch",42,"0",1,1
"237",1,240,"042_Lampe_Stehlampe","mismatch",42,"0",1,1
"238",4,240,"042_Lampe_Stehlampe","mismatch",42,"0",1,1
"239",3,300,"042_Lampe_Stehlampe","mismatch",42,"0",1,1
"240",5,300,"042_Lampe_Stehlampe","mismatch",42,"0",1,1
"241",1,0,"043_Lampe_Strassenlaterne","match",43,"0",1,1
"242",7,0,"043_Lampe_Strassenlaterne","match",43,"0",1,1
"243",4,60,"043_Lampe_Strassenlaterne","match",43,"0",1,1
"244",5,120,"043_Lampe_Strassenlaterne","match",43,"0",1,1
"245",6,180,"043_Lampe_Strassenlaterne","match",43,"0",1,1
"246",8,180,"043_Lampe_Strassenlaterne","match",43,"0",1,1
"247",10,180,"043_Lampe_Strassenlaterne","match",43,"0",1,1
"248",3,300,"043_Lampe_Strassenlaterne","match",43,"0",1,1
"249",11,0,"043_Lampe_Strassenlaterne","mismatch",43,"0",1,1
"250",9,240,"043_Lampe_Strassenlaterne","mismatch",43,"0",1,1
"251",12,240,"043_Lampe_Strassenlaterne","mismatch",43,"0",1,1
"252",2,300,"043_Lampe_Strassenlaterne","mismatch",43,"0",1,1
"253",5,0,"045_Lampe_Wandlampe","match",45,"0",1,1
"254",7,0,"045_Lampe_Wandlampe","match",45,"0",1,0
"255",1,180,"045_Lampe_Wandlampe","match",45,"0",1,1
"256",3,180,"045_Lampe_Wandlampe","match",45,"0",1,1
"257",8,180,"045_Lampe_Wandlampe","match",45,"0",1,1
"258",9,180,"045_Lampe_Wandlampe","match",45,"0",1,1
"259",2,0,"045_Lampe_Wandlampe","mismatch",45,"0",1,1
"260",4,0,"045_Lampe_Wandlampe","mismatch",45,"0",1,1
"261",12,0,"045_Lampe_Wandlampe","mismatch",45,"0",1,1
"262",11,60,"045_Lampe_Wandlampe","mismatch",45,"0",1,1
"263",10,180,"045_Lampe_Wandlampe","mismatch",45,"0",1,1
"264",6,240,"045_Lampe_Wandlampe","mismatch",45,"0",1,1
"265",2,0,"051_Regal_Holzregal","match",51,"0",1,1
"266",10,60,"051_Regal_Holzregal","match",51,"0",1,1
"267",4,180,"051_Regal_Holzregal","match",51,"0",1,0
"268",11,240,"051_Regal_Holzregal","match",51,"0",1,1
"269",1,60,"051_Regal_Holzregal","mismatch",51,"0",1,1
"270",3,60,"051_Regal_Holzregal","mismatch",51,"0",1,1
"271",6,60,"051_Regal_Holzregal","mismatch",51,"0",1,1
"272",8,60,"051_Regal_Holzregal","mismatch",51,"0",1,1
"273",5,180,"051_Regal_Holzregal","mismatch",51,"0",1,1
"274",9,180,"051_Regal_Holzregal","mismatch",51,"0",1,1
"275",7,240,"051_Regal_Holzregal","mismatch",51,"0",1,1
"276",12,240,"051_Regal_Holzregal","mismatch",51,"0",1,1
"277",10,0,"052_Regal_Metallregal","match",52,"0",1,1
"278",5,60,"052_Regal_Metallregal","match",52,"0",1,1
"279",9,120,"052_Regal_Metallregal","match",52,"0",1,1
"280",11,120,"052_Regal_Metallregal","match",52,"0",1,1
"281",1,240,"052_Regal_Metallregal","match",52,"0",1,1
"282",6,240,"052_Regal_Metallregal","match",52,"0",1,1
"283",3,300,"052_Regal_Metallregal","match",52,"0",1,1
"284",4,300,"052_Regal_Metallregal","match",52,"0",1,1
"285",2,60,"052_Regal_Metallregal","mismatch",52,"0",1,1
"286",7,120,"052_Regal_Metallregal","mismatch",52,"0",1,1
"287",12,120,"052_Regal_Metallregal","mismatch",52,"0",1,1
"288",8,180,"052_Regal_Metallregal","mismatch",52,"0",1,1
"289",1,60,"053_Regal_Wandregal","match",53,"0",1,1
"290",10,60,"053_Regal_Wandregal","match",53,"0",1,1
"291",11,60,"053_Regal_Wandregal","match",53,"0",1,1
"292",5,180,"053_Regal_Wandregal","match",53,"0",1,1
"293",3,240,"053_Regal_Wandregal","match",53,"0",1,1
"294",4,300,"053_Regal_Wandregal","match",53,"0",1,1
"295",7,300,"053_Regal_Wandregal","match",53,"0",1,1
"296",12,300,"053_Regal_Wandregal","match",53,"0",1,1
"297",8,60,"053_Regal_Wandregal","mismatch",53,"0",1,1
"298",6,120,"053_Regal_Wandregal","mismatch",53,"0",1,1
"299",2,180,"053_Regal_Wandregal","mismatch",53,"0",1,1
"300",9,240,"053_Regal_Wandregal","mismatch",53,"0",1,1
"301",1,0,"054_Schrank_Bueroschrank","match",54,"0",1,1
"302",5,0,"054_Schrank_Bueroschrank","match",54,"0",1,1
"303",11,60,"054_Schrank_Bueroschrank","match",54,"0",1,0
"304",8,120,"054_Schrank_Bueroschrank","match",54,"0",1,1
"305",4,180,"054_Schrank_Bueroschrank","match",54,"0",1,1
"306",2,300,"054_Schrank_Bueroschrank","match",54,"0",1,1
"307",7,60,"054_Schrank_Bueroschrank","mismatch",54,"0",1,1
"308",6,180,"054_Schrank_Bueroschrank","mismatch",54,"0",1,1
"309",9,180,"054_Schrank_Bueroschrank","mismatch",54,"0",1,1
"310",12,180,"054_Schrank_Bueroschrank","mismatch",54,"0",1,1
"311",3,300,"054_Schrank_Bueroschrank","mismatch",54,"0",1,1
"312",10,300,"054_Schrank_Bueroschrank","mismatch",54,"0",1,1
"313",6,0,"055_Schrank_Kleiderschrank","match",55,"0",1,1
"314",7,0,"055_Schrank_Kleiderschrank","match",55,"0",1,1
"315",11,0,"055_Schrank_Kleiderschrank","match",55,"0",1,1
"316",12,120,"055_Schrank_Kleiderschrank","match",55,"0",1,1
"317",1,180,"055_Schrank_Kleiderschrank","match",55,"0",1,1
"318",2,240,"055_Schrank_Kleiderschrank","match",55,"0",1,1
"319",4,0,"055_Schrank_Kleiderschrank","mismatch",55,"0",1,1
"320",3,180,"055_Schrank_Kleiderschrank","mismatch",55,"0",1,1
"321",5,240,"055_Schrank_Kleiderschrank","mismatch",55,"0",1,1
"322",9,240,"055_Schrank_Kleiderschrank","mismatch",55,"0",1,1
"323",10,240,"055_Schrank_Kleiderschrank","mismatch",55,"0",1,1
"324",8,300,"055_Schrank_Kleiderschrank","mismatch",55,"0",1,1
"325",5,60,"058_Sitzbank_Holzbank_mit_Lehne","match",58,"0",1,1
"326",12,180,"058_Sitzbank_Holzbank_mit_Lehne","match",58,"0",1,1
"327",1,240,"058_Sitzbank_Holzbank_mit_Lehne","match",58,"0",1,1
"328",3,300,"058_Sitzbank_Holzbank_mit_Lehne","match",58,"0",1,1
"329",8,60,"058_Sitzbank_Holzbank_mit_Lehne","mismatch",58,"0",1,1
"330",9,60,"058_Sitzbank_Holzbank_mit_Lehne","mismatch",58,"0",1,1
"331",10,60,"058_Sitzbank_Holzbank_mit_Lehne","mismatch",58,"0",1,1
"332",2,120,"058_Sitzbank_Holzbank_mit_Lehne","mismatch",58,"0",1,1
"333",7,120,"058_Sitzbank_Holzbank_mit_Lehne","mismatch",58,"0",1,1
"334",6,180,"058_Sitzbank_Holzbank_mit_Lehne","mismatch",58,"0",1,1
"335",4,300,"058_Sitzbank_Holzbank_mit_Lehne","mismatch",58,"0",1,1
"336",11,300,"058_Sitzbank_Holzbank_mit_Lehne","mismatch",58,"0",1,1
"337",5,0,"059_Sitzbank_Holzbank_ohne_Lehne","match",59,"0",1,1
"338",6,120,"059_Sitzbank_Holzbank_ohne_Lehne","match",59,"0",1,1
"339",11,120,"059_Sitzbank_Holzbank_ohne_Lehne","match",59,"0",1,1
"340",12,120,"059_Sitzbank_Holzbank_ohne_Lehne","match",59,"0",1,1
"341",2,180,"059_Sitzbank_Holzbank_ohne_Lehne","match",59,"0",1,1
"342",9,180,"059_Sitzbank_Holzbank_ohne_Lehne","match",59,"0",1,1
"343",1,240,"059_Sitzbank_Holzbank_ohne_Lehne","match",59,"0",1,1
"344",3,240,"059_Sitzbank_Holzbank_ohne_Lehne","match",59,"0",1,1
"345",8,0,"059_Sitzbank_Holzbank_ohne_Lehne","mismatch",59,"0",1,1
"346",10,240,"059_Sitzbank_Holzbank_ohne_Lehne","mismatch",59,"0",1,1
"347",4,300,"059_Sitzbank_Holzbank_ohne_Lehne","mismatch",59,"0",1,1
"348",7,300,"059_Sitzbank_Holzbank_ohne_Lehne","mismatch",59,"0",1,1
"349",3,0,"060_Sitzbank_Schaukelbank","match",60,"0",1,1
"350",11,60,"060_Sitzbank_Schaukelbank","match",60,"0",1,1
"351",6,180,"060_Sitzbank_Schaukelbank","match",60,"0",1,1
"352",4,240,"060_Sitzbank_Schaukelbank","match",60,"0",1,1
"353",10,240,"060_Sitzbank_Schaukelbank","match",60,"0",1,1
"354",8,300,"060_Sitzbank_Schaukelbank","match",60,"0",1,1
"355",7,0,"060_Sitzbank_Schaukelbank","mismatch",60,"0",1,1
"356",2,60,"060_Sitzbank_Schaukelbank","mismatch",60,"0",1,1
"357",5,60,"060_Sitzbank_Schaukelbank","mismatch",60,"0",1,1
"358",12,60,"060_Sitzbank_Schaukelbank","mismatch",60,"0",1,1
"359",9,180,"060_Sitzbank_Schaukelbank","mismatch",60,"0",1,1
"360",1,300,"060_Sitzbank_Schaukelbank","mismatch",60,"0",1,1
"361",10,0,"061_Sitzbank_Baumbank","match",61,"0",1,1
"362",8,120,"061_Sitzbank_Baumbank","match",61,"0",1,0
"363",3,180,"061_Sitzbank_Baumbank","match",61,"0",1,1
"364",12,180,"061_Sitzbank_Baumbank","match",61,"0",1,1
"365",11,240,"061_Sitzbank_Baumbank","match",61,"0",1,0
"366",6,300,"061_Sitzbank_Baumbank","match",61,"0",1,1
"367",1,0,"061_Sitzbank_Baumbank","mismatch",61,"0",1,1
"368",2,0,"061_Sitzbank_Baumbank","mismatch",61,"0",1,1
"369",7,120,"061_Sitzbank_Baumbank","mismatch",61,"0",1,1
"370",4,180,"061_Sitzbank_Baumbank","mismatch",61,"0",1,1
"371",9,240,"061_Sitzbank_Baumbank","mismatch",61,"0",1,1
"372",5,300,"061_Sitzbank_Baumbank","mismatch",61,"0",1,1
"373",11,60,"062_Sofa_Dreiersofa","match",62,"0",1,1
"374",2,120,"062_Sofa_Dreiersofa","match",62,"0",1,1
"375",8,120,"062_Sofa_Dreiersofa","match",62,"0",1,1
"376",6,240,"062_Sofa_Dreiersofa","match",62,"0",1,1
"377",4,300,"062_Sofa_Dreiersofa","match",62,"0",1,1
"378",7,300,"062_Sofa_Dreiersofa","match",62,"0",1,1
"379",9,300,"062_Sofa_Dreiersofa","match",62,"0",1,1
"380",1,0,"062_Sofa_Dreiersofa","mismatch",62,"0",1,1
"381",5,60,"062_Sofa_Dreiersofa","mismatch",62,"0",1,1
"382",10,60,"062_Sofa_Dreiersofa","mismatch",62,"0",1,1
"383",3,300,"062_Sofa_Dreiersofa","mismatch",62,"0",1,1
"384",12,300,"062_Sofa_Dreiersofa","mismatch",62,"0",1,1
"385",10,0,"063_Sofa_Ecksofa","match",63,"0",1,1
"386",1,60,"063_Sofa_Ecksofa","match",63,"0",1,1
"387",9,60,"063_Sofa_Ecksofa","match",63,"0",1,1
"388",4,120,"063_Sofa_Ecksofa","match",63,"0",1,1
"389",7,120,"063_Sofa_Ecksofa","match",63,"0",1,1
"390",3,180,"063_Sofa_Ecksofa","match",63,"0",1,1
"391",5,240,"063_Sofa_Ecksofa","match",63,"0",1,1
"392",8,180,"063_Sofa_Ecksofa","mismatch",63,"0",1,1
"393",12,180,"063_Sofa_Ecksofa","mismatch",63,"0",1,1
"394",2,240,"063_Sofa_Ecksofa","mismatch",63,"0",1,1
"395",6,240,"063_Sofa_Ecksofa","mismatch",63,"0",1,1
"396",11,300,"063_Sofa_Ecksofa","mismatch",63,"0",1,1
"397",6,0,"064_Sofa_Ledersofa","match",64,"0",1,1
"398",3,120,"064_Sofa_Ledersofa","match",64,"0",1,1
"399",9,120,"064_Sofa_Ledersofa","match",64,"0",1,1
"400",11,180,"064_Sofa_Ledersofa","match",64,"0",1,1
"401",12,180,"064_Sofa_Ledersofa","match",64,"0",1,1
"402",2,300,"064_Sofa_Ledersofa","match",64,"0",1,1
"403",7,300,"064_Sofa_Ledersofa","match",64,"0",1,1
"404",5,0,"064_Sofa_Ledersofa","mismatch",64,"0",1,1
"405",1,180,"064_Sofa_Ledersofa","mismatch",64,"0",1,1
"406",4,180,"064_Sofa_Ledersofa","mismatch",64,"0",1,1
"407",10,240,"064_Sofa_Ledersofa","mismatch",64,"0",1,1
"408",8,300,"064_Sofa_Ledersofa","mismatch",64,"0",1,1
"409",2,0,"065_Sofa_Zweiersofa","match",65,"0",1,1
"410",11,120,"065_Sofa_Zweiersofa","match",65,"0",1,1
"411",4,180,"065_Sofa_Zweiersofa","match",65,"0",1,1
"412",1,300,"065_Sofa_Zweiersofa","match",65,"0",1,1
"413",7,300,"065_Sofa_Zweiersofa","match",65,"0",1,1
"414",9,300,"065_Sofa_Zweiersofa","match",65,"0",1,1
"415",10,120,"065_Sofa_Zweiersofa","mismatch",65,"0",1,0
"416",3,180,"065_Sofa_Zweiersofa","mismatch",65,"0",1,1
"417",5,180,"065_Sofa_Zweiersofa","mismatch",65,"0",1,1
"418",6,180,"065_Sofa_Zweiersofa","mismatch",65,"0",1,1
"419",8,180,"065_Sofa_Zweiersofa","mismatch",65,"0",1,1
"420",12,240,"065_Sofa_Zweiersofa","mismatch",65,"0",1,1
"421",10,0,"072_Sessel_Ledersessel","match",72,"0",1,1
"422",1,60,"072_Sessel_Ledersessel","match",72,"0",1,1
"423",2,60,"072_Sessel_Ledersessel","match",72,"0",1,0
"424",9,60,"072_Sessel_Ledersessel","match",72,"0",1,1
"425",8,240,"072_Sessel_Ledersessel","match",72,"0",1,1
"426",6,300,"072_Sessel_Ledersessel","match",72,"0",1,1
"427",5,60,"072_Sessel_Ledersessel","mismatch",72,"0",1,1
"428",4,180,"072_Sessel_Ledersessel","mismatch",72,"0",1,1
"429",11,180,"072_Sessel_Ledersessel","mismatch",72,"0",1,1
"430",12,180,"072_Sessel_Ledersessel","mismatch",72,"0",1,1
"431",3,240,"072_Sessel_Ledersessel","mismatch",72,"0",1,1
"432",7,240,"072_Sessel_Ledersessel","mismatch",72,"0",1,1
"433",9,0,"075_Tisch_Etagentisch","match",75,"0",1,1
"434",2,60,"075_Tisch_Etagentisch","match",75,"0",1,1
"435",10,60,"075_Tisch_Etagentisch","match",75,"0",1,1
"436",12,240,"075_Tisch_Etagentisch","match",75,"0",1,1
"437",3,300,"075_Tisch_Etagentisch","match",75,"0",1,1
"438",6,0,"075_Tisch_Etagentisch","mismatch",75,"0",1,1
"439",4,180,"075_Tisch_Etagentisch","mismatch",75,"0",1,1
"440",11,180,"075_Tisch_Etagentisch","mismatch",75,"0",1,1
"441",1,240,"075_Tisch_Etagentisch","mismatch",75,"0",1,1
"442",5,240,"075_Tisch_Etagentisch","mismatch",75,"0",1,1
"443",7,300,"075_Tisch_Etagentisch","mismatch",75,"0",1,1
"444",8,300,"075_Tisch_Etagentisch","mismatch",75,"0",1,1
"445",5,0,"076_Tisch_Holztisch","match",76,"0",1,1
"446",11,0,"076_Tisch_Holztisch","match",76,"0",1,1
"447",4,60,"076_Tisch_Holztisch","match",76,"0",1,1
"448",8,120,"076_Tisch_Holztisch","match",76,"0",1,1
